"documento_id","titulo","tipo_documento","categoria","subcategoria","fecha","equipo_id","dataset_id","modelo_id","experimento_id","componente","capa_medallion","nivel_confidencialidad","version","estado","activo","palabras_clave","contenido"
"DOC-021","Decision: no adoptar una arquitectura lakehouse completa por ahora","decision_arquitectura","lakehouse","decision_simplicidad","2026-04-14","EQ01","","","","","","interno","1.0","vigente","true","no adoptar lakehouse|complejidad innecesaria|necesidad concreta","Infraestructura y Plataforma (EQ01) resuelve, a partir de la evaluacion comparativa previa, no adoptar por ahora una arquitectura lakehouse completa para la plataforma.

El argumento central no es tecnico sino de necesidad real: hoy no existe ningun caso de uso concreto que requiera transacciones ACID sobre archivos, viajar en el tiempo entre versiones de una tabla o un catalogo unificado entre el almacenamiento de objetos y el warehouse. Los problemas efectivamente reportados en los ultimos meses -contencion entre cargas operativas y analiticas, archivos sin metadatos, duplicados- tienen solucion dentro del esquema actual de warehouse mas data lake organizado por capas, sin incorporar un componente adicional.

Incorporar capacidades de lakehouse ahora significaria mantener un sistema nuevo, con curva de aprendizaje propia, para resolver problemas que ya tienen un camino de solucion mas simple: separacion de cargas OLTP/OLAP para el primero, politica de metadatos obligatorios para el segundo.

Se deja constancia explicita de que esta decision no cierra la puerta a una eventual adopcion futura: si en algun momento aparece una necesidad concreta de versionado de esquema con reproducibilidad exacta, o de consultas analiticas directamente sobre archivos sin pasar por el warehouse, la evaluacion debe repetirse con ese caso de uso puntual como motivador, no como una modernizacion general sin destinatario claro."
"DOC-022","Que elementos de un lakehouse existen hoy en la plataforma y cuales faltan","informe_tecnico","lakehouse","estado_actual","2026-04-18","EQ02","","","","minio-datalake","plata","publico","1.0","vigente","true","parquet|capas medallion|lakehouse incompleto|catalogo","Ingenieria de Datos (EQ02) documenta, para referencia de nuevos integrantes, que elementos de una arquitectura lakehouse estan presentes hoy en la plataforma y cuales no.

Presentes: los datos de la capa Plata se almacenan en formato columnar Parquet sobre minio-datalake, lo que habilita lecturas analiticas mas eficientes que el CSV de origen; la organizacion de datos sigue capas Bronce, Plata y Oro con responsabilidades claras entre ellas; y existe separacion entre el dato crudo inmutable y sus versiones procesadas.

Ausentes: no hay un formato de tabla transaccional que garantice atomicidad, consistencia, aislamiento y durabilidad sobre los archivos Parquet; no existe capacidad de consultar una version anterior de una tabla sin reprocesar manualmente desde Bronce; y no hay un catalogo unificado que permita a alguien externo al equipo descubrir que tablas existen, su esquema y su linaje sin consultar directamente a Ingenieria de Datos.

En consecuencia, el sistema actual reune organizacion y formato de almacenamiento afines a un lakehouse, pero no las garantias transaccionales ni el catalogo que definen a uno completo. Llamarlo lakehouse sin esa aclaracion seria impreciso y podria generar expectativas equivocadas en quien lo consuma, por ejemplo asumiendo que puede recuperar una version anterior de una tabla cuando en realidad esa capacidad no existe hoy."
"DOC-023","Un dashboard mostro cifras desactualizadas por desincronizacion entre capas","recomendacion_tecnica","lakehouse","sincronizacion","2026-04-25","EQ02","","","","postgres-warehouse","oro","interno","1.0","borrador","true","desincronizacion|lake y warehouse|datos desactualizados","Recomendacion tecnica - Ingenieria de Datos (EQ02).

Se detecto, en dos oportunidades durante abril, que un dashboard de Analitica de Negocio mostraba cifras distintas a las que arrojaba una consulta directa sobre los archivos Parquet de la capa Plata para el mismo periodo. La diferencia no se debia a un error de calculo, sino a que el proceso que carga el warehouse analitico desde Plata no se habia ejecutado despues de la ultima actualizacion de esa capa: el dashboard reflejaba una fotografia de varios dias antes.

Esto expone un riesgo estructural: al no existir hoy un mecanismo automatico que dispare la carga del warehouse inmediatamente despues de que Plata se actualiza, ambas capas pueden quedar desalineadas por un periodo indeterminado, y nada dentro de la plataforma avisa cuando eso ocurre.

Se recomienda incorporar una senal explicita de ultima actualizacion exitosa en ambas capas (Plata y Oro), visible para quien construye reportes, de modo que un dashboard pueda advertir si el dato subyacente tiene mas antiguedad de la esperada. Como mejora posterior, se sugiere evaluar disparar la carga del warehouse automaticamente al finalizar la publicacion de Plata, en lugar de depender de una ejecucion manual o programada de forma independiente."
"DOC-024","Inconsistencias de formato detectadas en el perfilado de Bronce","reporte_calidad","arquitectura_medallion","bronce","2026-03-01","EQ02","","","","minio-datalake","bronce","interno","1.0","vigente","true","formatos variables|filas rechazadas|evidencia original","Reporte de calidad - Ingenieria de Datos (EQ02), capa Bronce.

El perfilado del lote incremental mas reciente confirmo, otra vez, la razon por la cual Bronce se trata como evidencia textual sin interpretar: de 210 filas recibidas en los ocho archivos de origen, 34 presentaron algun tipo de inconsistencia de formato antes de llegar a Plata.

Entre los casos encontrados: fechas escritas en al menos tres formatos distintos dentro del mismo archivo; un campo booleano representado como ""Si"", ""SI"", ""true"" y ""1"" segun la fila; valores decimales con coma y con punto conviviendo en la misma columna; y siete filas con una clave de identificacion duplicada respecto de una fila ya cargada en un lote anterior.

Ninguna de estas 34 filas se modifico ni se descarto en Bronce: la capa conserva la evidencia tal como llego, junto con el lote, el archivo y el numero de fila de origen, para que la normalizacion posterior en Plata pueda documentar exactamente que regla aplico a cada caso.

Se destaca un hallazgo adicional: dos de las filas duplicadas no eran identicas entre si en todos sus campos, solo compartian la misma clave. Esto obliga a definir, en el paso de normalizacion, un criterio explicito de cual de las dos versiones prevalece, en lugar de asumir que basta con eliminar una al azar."
"DOC-025","Reglas de normalizacion aplicadas en Plata sobre el lote reciente","nota_implementacion","arquitectura_medallion","plata","2026-03-08","EQ02","","","","minio-datalake","plata","interno","1.0","vigente","true","normalizacion|validacion de reglas|tipado","Nota de implementacion - Ingenieria de Datos (EQ02), capa Plata.

Se documentan las reglas de normalizacion aplicadas sobre las 34 filas con inconsistencias de formato detectadas en el reporte de calidad de Bronce del mismo lote.

Fechas: se reconocieron y convirtieron los tres formatos identificados a un unico formato interno estandar; ninguna fecha ambigua (por ejemplo, un valor donde no puede determinarse con certeza si el primer numero es dia o mes) se normalizo automaticamente, esas filas se marcaron para revision manual en lugar de adivinar.

Booleanos: se mapearon las representaciones equivalentes (""Si"", ""SI"", ""true"", ""1"") a un tipo logico unico; cualquier valor fuera de ese conjunto reconocido se rechaza explicitamente en lugar de interpretarse por aproximacion.

Decimales: se unifico el separador decimal segun el lote de origen declarado, sin mezclar reglas dentro de una misma columna.

Duplicados por clave: para las dos filas con la misma clave pero contenido distinto, se aplico la regla ya definida por Gobierno de Datos y Calidad de conservar la version con fecha de registro mas reciente y descartar la anterior, dejando registrada la decision y ambas versiones en la evidencia de calidad.

Resultado: de las 34 filas con inconsistencias, 29 se normalizaron y pasaron a Plata; 5 quedaron rechazadas con codigo de error explicito, disponibles para revision antes de un eventual reproceso."
"DOC-026","Trazabilidad de un indicador desde Bronce hasta el tablero ejecutivo","informe_tecnico","arquitectura_medallion","oro","2026-03-22","EQ05","","","","postgres-warehouse","oro","interno","1.0","vigente","true","indicadores agregados|trazabilidad|tablero","Analitica de Negocio (EQ05) documenta la trazabilidad completa de uno de los indicadores mas consultados del tablero ejecutivo: la tasa de aceptacion de datos por lote.

El recorrido comienza en Bronce, donde cada fila de origen conserva lote, archivo y numero de fila sin interpretar. En Plata, cada fila recibe un veredicto explicito de aceptacion o rechazo, con un codigo de motivo cuando corresponde. En Oro, el indicador se calcula como la proporcion de filas aceptadas sobre el total recibido, agrupado por entidad y por lote, y se materializa en la tabla de resumen que alimenta directamente el panel del tablero.

Esta cadena permite, ante cualquier valor extrano en el tablero, retroceder paso a paso: desde el numero mostrado en el panel, hacia la fila agregada en Oro que lo produjo, hacia las filas individuales de Plata que la componen, y finalmente hacia la evidencia original en Bronce que dio origen a cada una. Ninguna transformacion intermedia descarta esa cadena de referencia.

Se deja documentado como caso de referencia para el equipo, dado que la pregunta ""de donde sale este numero"" surgio mas de una vez durante revisiones con direccion tecnica, y hasta ahora la respuesta dependia de memoria institucional en lugar de un recorrido documentado y repetible."
"DOC-027","Minuta: reproceso historico por correccion de una regla de normalizacion","minuta_reunion","arquitectura_medallion","reproceso","2026-04-05","EQ02","","","","minio-datalake","plata","interno","1.0","vigente","true","reproceso historico|correccion de regla|reejecucion de capas","Minuta de reunion - Reproceso historico por correccion de regla de normalizacion.
Fecha: 4 de abril de 2026. Participantes: Ingenieria de Datos (EQ02), Gobierno de Datos y Calidad (EQ04).

Motivo: se detecto que la regla de normalizacion de porcentajes aplicada en Plata desde el inicio de la plataforma interpretaba incorrectamente valores expresados como ""87%"" en algunos casos limite, generando una metrica levemente distinta a la esperada en un subconjunto acotado de filas.

Puntos tratados:
1. La regla corregida ya se valido sobre el lote actual y produce los valores esperados en todos los casos de prueba disponibles.
2. Se discutio si corregir solo los datos nuevos hacia adelante o reprocesar tambien el historial ya cargado en Plata y Oro. Se acordo reprocesar el historial completo, dado que el indicador de Oro afectado alimenta comparaciones historicas mes contra mes, y dejar valores inconsistentes entre periodos seria mas confuso que el costo de reprocesar.
3. Bronce no requiere ninguna accion: conserva la evidencia original sin interpretar, por lo que el reproceso parte de ahi sin perdida de informacion.
4. Se define un plan de reproceso: regenerar Plata completa aplicando la regla corregida, y desde ahi repoblar Oro dentro de una transaccion de eliminar-y-repoblar, sin tocar Bronce en ningun momento.

Se acuerda ejecutar el reproceso fuera de horario de consulta habitual del tablero, para evitar que alguien vea un estado intermedio incompleto."
"DOC-028","Crecimiento del volumen de eventos de inferencia por encima de lo dimensionado","informe_tecnico","big_data_costos","volumen_escalabilidad","2026-05-10","EQ01","","MD02","","minio-datalake","","restringido","1.0","vigente","true","crecimiento de eventos|volumen|escalabilidad de almacenamiento","Infraestructura y Plataforma (EQ01) informa sobre el crecimiento del volumen de eventos de inferencia registrados por la plataforma en los ultimos tres meses.

Al incorporarse nuevos modelos en produccion, como Detector de fraude (MD02) y Clasificador de tickets (MD03), cada prediccion individual empezo a generar un evento de registro, algo que no ocurria con los experimentos previos, pensados como corridas puntuales y no como servicio continuo. El volumen diario de estos eventos paso de unos cientos a mas de 400.000 en el ultimo mes, sin que ningun componente haya cambiado su capacidad nominal para absorber ese crecimiento.

El almacenamiento de objetos minio-datalake sigue teniendo espacio disponible, pero el componente que hoy escribe estos eventos fue dimensionado para el volumen de una plataforma de experimentacion, no para el de un servicio de inferencia en produccion con trafico continuo. La velocidad de escritura, mas que el volumen acumulado total, es el factor que empieza a exigir atencion.

Se advierte que, de mantenerse esta tendencia de crecimiento, el componente de escritura de eventos podria convertirse en un cuello de botella dentro de los proximos dos trimestres, no por falta de espacio sino por la cantidad de escrituras por segundo que debe sostener. Se recomienda dimensionar una revision de escalabilidad antes de incorporar un tercer modelo en produccion."
"DOC-029","Heterogeneidad y marcas de tiempo inconsistentes en el flujo de eventos","reporte_calidad","big_data_costos","veracidad_variedad","2026-05-18","EQ04","","","","","","interno","1.0","vigente","true","formatos heterogeneos|eventos inconsistentes|veracidad del dato","Gobierno de Datos y Calidad (EQ04) reporta hallazgos de calidad sobre el flujo de eventos de inferencia mencionado en el informe de crecimiento de volumen.

Al revisar una muestra de 5.000 eventos recientes, se encontro que no todos siguen exactamente la misma estructura: algunos incluyen un campo de confianza del modelo y otros no; algunos registran la version del modelo que genero la prediccion y otros quedaron con ese campo vacio desde que se desplego una actualizacion sin coordinar con el equipo de registro de eventos. Esta variedad de formas dentro de lo que deberia ser un mismo tipo de evento dificulta calcular indicadores agregados de forma confiable.

Ademas, se detectaron 68 eventos con una marca de tiempo posterior al momento en que se registro la fila, lo que es fisicamente imposible y sugiere un desfase de reloj entre distintos servidores que generan eventos, no un error de captura del dato en si.

Ninguno de estos problemas es un caso aislado de un dataset puntual: aparecen distribuidos entre distintos modelos y momentos, lo que indica una causa compartida en la forma en que se generan los eventos, no en un origen de datos especifico. Se recomienda fijar un esquema de evento unico y obligatorio, y sincronizar relojes entre servidores, antes de que el volumen creciente vuelva mas costosa esta limpieza."
"DOC-030","Propuesta de ciclo de vida de datos para reducir costos de almacenamiento y transferencia","propuesta_mejora","big_data_costos","costos","2026-05-28","EQ01","","","","cluster-cloud-elastico","","interno","1.0","borrador","true","costo de almacenamiento|costo de transferencia|ciclo de vida de datos","Propuesta de mejora - Infraestructura y Plataforma (EQ01).

El crecimiento de eventos de inferencia y del historial acumulado en minio-datalake empezo a reflejarse en dos partidas de costo que antes eran marginales: almacenamiento sostenido en el tiempo y transferencia de datos entre el cluster propio y la capacidad cloud elastica utilizada para picos de entrenamiento.

Se propone una politica de ciclo de vida en tres niveles. Nivel 1, datos de los ultimos 30 dias: se mantienen en el almacenamiento de acceso mas rapido, sin cambios respecto de hoy. Nivel 2, entre 31 y 180 dias: se migran a una clase de almacenamiento de menor costo dentro del mismo componente, aceptando tiempos de lectura algo mayores, dado que a esa antiguedad los eventos ya no se consultan en tiempo real sino para analisis puntuales. Nivel 3, mas de 180 dias: se comprimen y consolidan en archivos agregados por mes, reduciendo tanto el espacio ocupado como la cantidad de objetos individuales a listar.

Sobre la transferencia entre entornos, se propone evitar mover datasets completos hacia la capacidad cloud elastica para cada entrenamiento: en su lugar, sincronizar solo las particiones nuevas desde la ultima ejecucion, dado que la mayoria de los reentrenamientos recientes reutilizan datos ya transferidos previamente sin necesidad real de volver a copiarlos completos.

Se estima una reduccion de al menos 25% en el costo combinado de almacenamiento y transferencia dentro de los proximos dos trimestres."
